verify ( and D and S and x <sep> 7 a e Q	no
verify i or > or p <sep> ) , \ !	no
produce * and not H	* )
verify < <sep> i 0	no
verify L or P <sep> F	no
verify * <sep> M g 5 .	no
verify Y or ) or 6 <sep> A	no
produce not Z and not 6 and not X and not i	4 8 Y D
produce 7 and q	q 7
verify t or ( or e or ' <sep> y t ' e (	yes
verify ' and 0 and V <sep> q	no
produce not * and not 6 and not 2	h T y
verify x and - <sep> T - q G x 8 k l	yes
produce not a and S and ]	r S ]
verify not v and and 9 and : and l <sep> J 7 = F r i ` v	no
verify / <sep> @ m P 9 / _	no
produce V and A	V A
produce P and F and 3	F 3 P
verify 8 or v or 7 or . <sep> 6 r	no
produce ) and not $ and =	) : =
verify i and N <sep> < \	no
produce f or 1 or /	f 1
produce I and 6 and H	6 H I
produce P and q and h	h q P
verify < and P and m <sep> a ` ? X M \	no
verify B and . and R and 9 <sep> L > j O	no
verify n or F <sep> n E . > |	yes
verify p <sep> i 6	no
produce f and f and v	f f v
verify K <sep> p ; ' 9 G H T	no
produce H or d or M or E	M
produce U and a and U and	a U U
produce y or J or " or .	J
verify 9 or Q or v or R <sep> ] v k Q Q	yes
verify not ( and and not C and and not x <sep> O J K	yes
verify L or W <sep> 8 W M a F t W 3 L	yes
verify not M and and not < and and not ] and and not " <sep> 2 + ! % B w < ; ] X d	yes
verify z <sep> Y z N 6	yes
verify / and / and <sep> 4 " , > / g /	yes
verify u <sep> u Q @	yes
verify not I and and J and q <sep> ^ P q J ] w c Q " m	yes
verify 6 and 6 and ) and # <sep> , n J o 6	no
produce u or |	|
produce 0 or : or &	0
verify I and U <sep> N	no
produce not 6 and not r and not M and not .	K j ^ I
produce 6 and u and " and #	u # " 6
verify g or W <sep> 2 " a x m !	no
produce 8 and =	8 =
produce . or ! or z or M	M z !
verify $ and 6 <sep> 6 o P ] $	yes
produce - or ) or 8 or [	) 8
verify Q <sep> ) y	no
verify 3 or W or . <sep> W 3 h	yes
produce not ( and R and not $	3 R T
produce t and not > and not W and not ~	t T 0 q
verify R and L <sep> R L	yes
produce : and not d	: l
produce W or `	W `
produce w or J or 6	w
verify - <sep> D Y ! L ( \	no
verify & and * <sep> & J *	yes
verify x and { <sep> x ` u {	yes
produce not r and 0	u 0
produce 0 or + or @	@ 0
verify not 1 and and not - and and not % and and not S <sep> " ; M = k E e ] ^	yes
produce ; or | or ! or C	| !
produce not O and not A and '	> # '
verify ^ and J and q and 9 <sep> . B h 9 q J P ^ 9	yes
produce ] and not v	] B
produce q and R and 4	q R 4
produce { or r or T or d	r d {
produce 0 and * and * and	0 * *
verify not a and and not E <sep> * V W ) & ? = : m E a	no
produce 2 and not + and not H and J	2 ; @ J
verify r <sep> J / R r s	yes
verify not T and and not s <sep> * " > p l : ~ { } s T	no
produce 2 or k or T or 6	2 k 6 T
produce . and d and + and . and	+ . . d
verify D or ' <sep> 6 D % +	yes
verify not M and and not W and and not U <sep> a | o i ; O W M U	no
produce Y and s and > and =	Y > s =
produce Q or l or V	Q l V
produce J and w	J w
produce o or s	s
produce P or 8 or n	n P 8
produce U or < or W or `	`
produce not R and not ( and not }	# " #
produce C or d or k	C
verify e or x or % <sep> R % \ x Q b ~ "	yes
produce a and 5 and ^ and 4	a ^ 5 4
produce not ^ and not Y	& d
verify ! and ` <sep> C 4 ! ` g $ M {	yes
verify d <sep> m d	yes
verify not : and and * and > and G <sep> Y T = 1 :	no
produce not " and not B and not u and not %	m I E &
verify b <sep> &	no
produce % and k	k %
verify , or + <sep> s	no
produce E and '	' E
produce R or D or _ or 8	8 D R _
verify not c and and not q and and not G <sep> > O y U	yes
verify not + and and not % <sep> 3 o $ + %	no
produce H or r or H or	H r
verify E <sep> E M	yes
produce v and 7 and 4 and =	v 7 = 4
verify 5 and not t and and 4 <sep> 1 [ [ 5 + ( > 4 <	yes
produce J or M	J M
verify q <sep> ~ + 6 , " q	yes
produce z and not j	z 4
produce 0 or @ or V or G	V @ G 0
verify - and not \ and and not w and and not 1 <sep> V z w X - - ] T M = @	yes
verify $ or ) <sep> h $ J 3 )	yes
verify not P and and not p and and ` and not i <sep> . ) 5 V } ` j d Y r y	yes
produce e or " or 9	e 9 "
produce f or s or v	f s
verify not n and and not o and and not n and and ] <sep> ? g S U ] _	yes
produce z and O and X	z O X
produce U or g	U g
produce not T and " and not N	q " K
verify C <sep> G U C F 4 r	yes
produce not c and not Y	Z &
verify not Z and and not A and and { <sep> V j { <	yes
verify } and - and t and K <sep> t - o % 2 K , 4 } z V	yes
produce # or :	#
produce " or H or O	H O "
produce i and k and 2 and "	2 i k "
verify W and u <sep> e G	no
produce n and $ and } and 1	} $ n 1
verify not E and and not e and and @ and not E and and <sep> Y ; z ? s N ! ~ m : E e	no
verify c and I and M <sep> , c 3 I J M >	yes
produce { or J	{
verify P or ^ <sep> A 9 > 0 I 5 ,	no
verify not Z and and not T and and not D and and not ~ <sep> ) 4 ; s % ) " - 3	yes
produce 0 or i or C or N	C N 0
produce not d and not \ and not \ and	C H )
produce 3 or S or ? or >	? S
produce Q and ! and .	Q ! .
verify @ and # and V <sep> X a : k x F	no
verify + or S or f or s <sep> > K X O y " d	no
produce n or F or -	F n -
verify not w and and not x <sep> % 3 g x w	no
verify . <sep> .	yes
produce ! and 6	! 6
produce a or 5 or ,	a 5
verify * <sep> Z % [ D *	yes
verify . or n or U <sep> ~ < ] d % y >	no
verify I or / <sep> / - I ' q	yes
verify n <sep> 2 ! b * n	yes
produce not x and not F and not < and not `	b % c u
produce c or ` or (	` c (
produce G and A and ' and #	G # ' A
verify 6 or @ or ~ <sep> @ ~ ) 6	yes
verify P <sep> { P 2 W - ~	yes
produce not a and R and not $	{ R {
produce R or ~ or a	R a
produce - or 7	7 -
verify r and S <sep> a	no
produce G and C and G and "	" G C G
verify p and 7 and not M and and not : <sep> 7 p , 5 l d ( I	yes
verify + <sep> ) Y E I i +	yes
verify not G and and not Q and and not v <sep> ( j c w F k v 4 X < Q v G	no
verify Y and 6 <sep> y h 6 ' Y k -	yes
produce not ; and not N and not m	: D w
verify I and O <sep> m ; P	no
verify O and * <sep> W	no
produce not 9 and I and k and :	I I k :
verify t <sep> m @ Q T	no
produce * or H or u	H *
produce not D and not 8	c q
verify not 0 and and ~ <sep> o 2 > 0	no
produce * or B or %	* %
produce L or R or >	R L
produce not R and not v and not x	E q (
produce U and K and x	U K x
verify p <sep> 6 M O K v "	no
produce u and X and G and !	! X u G
produce * or %	%
produce not M and not 2	: )
verify 6 <sep> a	no
produce a or ? or -	a ? -
verify u and ; <sep> T Y h a N `	no
produce ; or r	r ;
verify x <sep> ~ 4 k p	no
verify r and ( and A <sep> r ( * A	yes
verify not Z and and not T and and not D <sep> o ' X D Z T	no
verify W or z or ` or P <sep> ; W z ` >	yes
produce not q and not 8	J o
produce J and % and d	% J d
verify P and 9 <sep> } 6 K o { i	no
produce not ) and not ^ and not F and D	7 @ A D
verify ; or 3 or q or X <sep> U _	no
verify h or [ or w or e <sep> J \ g C Y z	no
produce R and q and 5 and not -	R q 5 x
produce L and 7 and c and f	f 7 c L
verify not t and and Y <sep> p ~ t	no
verify not z and and X and not " <sep> 6 B n p = z [ ( L z "	no
verify c <sep> Q & j c o - F B	yes
produce not l and not 9 and "	f ! "
verify 0 and 6 and K and ) <sep> J 8	no
verify u and N and p and ` <sep> ~ ' l a	no
verify / <sep> (	no
verify 3 or F or N or 3 or <sep> s F z u Q % # {	yes
verify T <sep> P F / [	no
verify ; or * or l or 2 <sep> $ k L O	no
verify G <sep> 6 o m	no
verify . <sep> J . N x	yes
produce M or B or M or	M B
produce l and G and m and *	m G l *
produce V or 2 or B	V 2 B
produce & or .	&
verify J and Q and g and u <sep> | J	no
produce > or Y or < or F	< Y F
produce l and *	l *
produce U and R and W and t	t R U W
verify T and ~ <sep> ~ b V T	yes
verify k <sep> 8 F V ; G :	no
produce not ^ and not } and v	O 8 v
verify not ? and and not V <sep> ; A V ?	no
produce not 1 and not 5 and a	$ | a
produce . and M and not V	. M U
produce S or ]	] S
produce ^ and p and L and p and	L p p ^
produce 6 and B and : and l	l : 6 B
verify ^ and not : and and > <sep> e > ) G ^ } 0 8	yes
verify 2 and ! and not ` and and not z <sep> o 2 N # T . ? $ + !	yes
produce not w and not V and not Z and not k	q | ' 6
produce r and not Z	r (
produce ! and y and E and M	E ! M y
verify q and W and i and 3 <sep> W q i 3 o ? Z	yes
verify E or 5 or + <sep> +	yes
produce m and j and I and r	j m r I
produce Z and | and +	+ Z |
verify 5 or C <sep> C	yes
verify not ~ and and not r and and not a and and not b <sep> " o N 1 Q q (	yes
produce f and W and h	W h f
produce r or Q	Q
verify : and W and ] and . <sep> 5 4	no
verify not b and and not , and and not _ and and not 6 <sep> a K K ' " _ b 6 ,	no
produce z or "	z "
verify 0 or 6 <sep> , 6 C 0 ] : 6	yes
verify Y <sep> [ 9 6 E 7 o	no
verify not Z and and not y and and not # <sep> b F L # y Z	no
produce } and D and L and Y	Y } L D
produce D and not 7 and not /	D : V
verify not T and and not A and and not d <sep> = ~ k ] d . D P d A T	no
produce not 9 and not u	C x
verify a <sep> : . Z h *	no
verify 3 <sep> W n 3 y 2	yes
verify , and e <sep> 8 , ~ F e <	yes
verify U or 9 or P or i <sep> =	no
verify 4 <sep> L p {	no
produce S and x and D and L	x S L D
produce , or < or P or 3	,
produce not b and not Y and <	/ A <
produce " and not Z	" #
verify g or j or & or O <sep> - i z j O g r &	yes
verify K and not d and and not _ and and not A <sep> n 8 C [ K , _ d A	no
verify g <sep> { i ) n	no
verify I and 3 and * <sep> * 6 3 I	yes
produce ^ and b	^ b
produce not n and not [	_ w
verify K and w and s <sep> K @ : s w T y ; "	yes
produce D or 8 or h	h 8 D
verify " and v and * <sep> n < t T w	no
verify d <sep> % ^ d j	yes
produce not c and not b	] D
produce v or D or t or [	t
produce ? and P and b and >	? b > P
produce not b and not K and not q	w + t
produce ( and not p and ? and s	( A ? s
produce t and P and ( and 5	( 5 t P
verify not 0 and and not s <sep> P _ s 0	no
verify G or q or z or ^ <sep> z q " = I G ^ + w	yes
produce / or h or f or / or	f / h /
produce W or _	W
verify - and D and b and 1 <sep> p !	no
produce ; and not E and not A and l	; : @ l
verify not | and and not K and and not 0 and and not h <sep> i ~ j J 0 = $ o c | K | h 0	no
verify G <sep> ` } > U M r G (	yes
verify not ] and and not Q <sep> h Z ] Q	no
produce v and not n and not Y	v r a
verify ( or d or Z <sep> U 0 [ A ;	no
verify not a and and not y and and not D <sep> R % l / s & I * 4	yes
verify S and h <sep> S h 0	yes
verify ( and e and w <sep> B ( j ' e w	yes
produce ~ and s and > and not L	~ s > 2
verify ~ <sep> ! )	no
produce < and h	< h
produce G or N or 9 or z	N G
verify B <sep> " W	no
verify F or 3 or & or : <sep> M r i |	no
produce not * and not &	; x
produce not ( and not / and not P	X 4 <
produce q and g and $	$ q g
verify not W and and not n <sep> c n U Q I A A p	yes
verify not * and and not L <sep> F 9 y K # r L *	no
produce z or l or @	l
produce ) and 1 and a	a ) 1
verify not & and and not g and and not p <sep> r ` 6 ' 9 v Q p g &	no
verify @ and D and C and - <sep> p r 7 ) E @ 5	no
verify ' and } and 5 <sep> ' 5 } 5	yes
verify S and V <sep> S V	yes
verify x or ? or 4 <sep> h x	yes
verify ' and e <sep> e ! ' ( z	yes
verify not . and and not M <sep> # s ~ s 3 C M .	no
produce ' or \	\
produce not : and not ; and not |	C % U
verify c or ! <sep> -	no
verify Y <sep> $ L 7 Q ; ~ b Y	yes
verify not > and and not 7 and and not 9 and and not j <sep> e B 7 z 4 e j 8 P % j 7 > 9	no
verify b and not y and and | and 5 <sep> b 5 p | : o	yes
verify q or B or 3 <sep> ]	no
produce ( or q	( q
verify not | and and not a and and _ and not K <sep> ; x i e B , A ) P a K |	no
verify P or 9 or g or 2 <sep> ! { P f ( 5 9	yes
verify not , and and not ( and and not x <sep> < C - = F `	yes
verify S or @ or - <sep> . C d = 2	no
produce not > and not F	i y
produce z or i or k	i
produce | or T	| T
produce not 6 and not 6 and not # and B	q ^ , B
produce { and i and u	i { u
verify r and @ and S <sep> @ r r l { d S & n	yes
produce O and J and '	J O '
produce q or ^ or 4	4 ^
produce g and F and W	F g W
verify H and F and 2 <sep> | g ~	no
verify L and " and 3 <sep> e q z ^ A m	no
verify W or m or O <sep> m W	yes
verify 5 and [ <sep> G	no
produce not E and not T	q f
verify g or Q or W or g or <sep> g g N x } Q T "	yes
produce y and e	e y
produce / or F or 7 or `	/ 7 `
verify q or ; <sep> G v H e ]	no
verify not " and and j <sep> j u $ X q 9 )	yes
produce y or ! or 9	! 9
verify > and l and > and B <sep> ? t > h	no
produce , or t	, t
produce ~ and /	~ /
verify > <sep> >	yes
produce ^ or K or h	K h ^
verify - and ( and Y <sep> J Y T X	no
verify p <sep> d	no
produce H or Z or j or .	j H . Z
verify k or ) <sep> ( ] 7 m P	no
verify not F and and L and not F and and <sep> F ' > 8 F	no
produce P or v or h	h P v
verify / <sep> s Z q / e	yes
produce - and g	- g
verify 9 or R or & <sep> 9 E & r	yes
produce not 3 and not ) and not ^ and not ]	& p h $
produce | and ' and w and 0	w | ' 0
produce not p and not D and ]	" q ]
verify 3 and ! and & <sep> 3 v p m ! $ &	yes
verify x or + or f <sep> 5 2 u : Z v 4	no
verify > <sep> d j	no
verify = <sep> U ) =	yes
produce not P and not L and not U	n U 9
verify o and 3 and H <sep> z	no
verify not M and and 2 <sep> M i k V ' c 3 M	no
produce B or r or e or k	k B
produce = and 4 and not _ and v	= 4 Z v
verify r and { <sep> z ` w	no
verify 0 and not ' and and f and not | <sep> 8 6 c i 1 t e | '	no
produce W or _ or D or n	n D
produce not J and X and % and m	p X % m
produce B and not "	B -
produce J and 9	9 J
produce not x and not Y and F and )	# ~ F )
verify Z and | and C <sep> : Y	no
produce 5 and 7 and o and 5 and	5 5 o 7
produce not ] and `	6 `
verify ~ and ) and a and , <sep> ) ~ b c ) a & , a 2	yes
produce ( and p and ( and P	p ( ( P
produce # or 6 or J or |	| J 6 #
produce s and K and a and f	s K f a
produce $ and ^ and a	^ $ a
produce not g and not ) and not 1	u ^ l
verify g and g and R and H <sep> S g b Z = t	no
verify not f and and @ and not 1 and and not a <sep> 0 u D m s T f 1 a	no
produce not E and not . and not : and not {	I g 8 f
verify v and F and M and c <sep> 3 # c r U )	no
produce B or E or .	E
produce F and a and ( and g	a ( F g
produce not 6 and not l	5 %
verify 3 and > and U <sep> > % 3 8 U	yes
produce not ~ and not ~ and P	Y H P
produce c and ( and , and not /	c ( , l
produce w and u and N	w N u
produce \ or Q	\
verify g or O <sep> I 0 # ? A 4 ;	no
produce not , and $ and g and x	< $ g x
verify \ or a or { <sep> F _	no
verify D and V and 6 <sep> p > O z	no
verify not } and and not 6 and and d and C <sep> S b } D ? } 6	no
verify # <sep> # 3 K r x	yes
produce K or ~ or P	P ~ K
produce P or t	t
produce not \ and + and Z and not I	Q + Z 7
produce not + and not Q	d &
produce W or / or v	/
produce f or ) or 7	7 f )
produce V or % or i	i % V
produce ; and u	u ;
produce p or ,	p
verify B <sep> 9 ? k , (	no
verify D <sep> D h ! 4	yes
verify # or | or $ or k <sep> 3 K k	yes
verify not R and and P <sep> Y j B b R	no
verify not ) and and not + <sep> ) S l /	yes
verify K and b and k <sep> { J > ! x g `	no
produce & and z and 9	9 & z
verify , and Y and V and @ <sep> V , @ * T Y	yes
produce n or 5 or [ or [ or	n [ 5 [
produce h and ^ and R	R h ^
verify = or T or [ or s <sep> { ] [ s : 8 a = y = T	yes
verify O or j <sep> S g E 9 d	no
produce l or e or " or H	e H l
verify ] and F <sep> R	no
verify * or . <sep> w * Y @ ; 9 D .	yes
verify not P and and not p and and not G and and not . <sep> ~ g " 6 g 2 b s	yes
produce 5 and g and ? and L	g L ? 5
produce C and d and ! and 0	C d 0 !
verify 1 and 6 and f and $ <sep> 2	no
produce f or n or ?	f
produce ( or [ or p or R	R
produce I or C	C
produce not - and not q	; f
verify O <sep> H m c E	no
verify - and A and ? <sep> A ? -	yes
produce not g and $ and , and Y	d $ , Y
verify . and G and 7 and ; <sep> . ; 7 o L G S 9	yes
produce not h and not a	/ G
verify r or D or % or [ <sep> . h n	no
produce not h and not - and not } and not h and	7 D d R
verify { and A and b and | <sep> | { e o A b	yes
verify ! and not G and and not * and and not R <sep> = n R Y t R * G	no
produce # or 9	# 9
produce A and . and y and 0	y . A 0
verify H or j or 8 <sep> _	no
verify ~ or 0 <sep> ~ i _ 0 # m @	yes
produce ! and \	\ !
produce not X and not z and not d and not j	/ M y g
verify Z <sep> / ( 6	no
verify E and { and ? and $ <sep> { $ ? E	yes
verify not W and and ; and B <sep> c P " a W	no
verify @ and ~ and not [ <sep> 4 [	no
produce & or N or T	& T
produce 5 and S and L and -	L - S 5
produce " and M	" M
produce 0 or C	C
verify not y and and not C <sep> U , { y C	no
verify not 1 and and not 6 and and w and not | <sep> i A w U w ) B K t	yes
verify . or z or ; or 7 <sep> $ K e d	no
verify 9 <sep> H 5 | ] h X 9	yes
verify b and not V <sep> Y M i b G V	no
produce , or >	,
verify g <sep> * _ g S H Y + {	yes
produce u and not l and not V and not j	u F K ^
produce not = and 7	g 7
verify i and ; and v <sep> k H X e '	no
produce T and #	# T
produce T and X and not + and B	T X < B
verify _ <sep> t o " Q T u N	no
verify not / and and 3 <sep> A z ? c T N 3 \ 5	yes
verify h and h and <sep> h	no
verify z or ` <sep> ` 5 p > + 6 4	yes
produce D and 1 and 3	1 D 3
produce { and not j and not %	{ 5 O
produce i and A and .	. i A
verify 2 and i <sep> 4 ! V i & g * 2 N	yes
produce ; and j	j ;
verify T <sep> ~ : u H S 4 }	no
verify . and l <sep> P ' . F a l	yes
verify , or [ or C or ( <sep> E : b z L j	no
produce @ or H	H @
verify not + and and not 1 and and not + and and <sep> q p 0 + 1	no
verify ) or = or d or [ <sep> E d z w ?	yes
produce 0 and O and G and d	d G O 0
produce X and w and 9 and M	X w 9 M
produce Q and T and %	T Q %
verify d or t or { or @ <sep> _ Z f ~ B	no
verify not @ and and \ and not ~ <sep> K K D @ ~	no
produce # and A and I	# A I
produce e and X	X e
produce a and ~ and n and `	~ n ` a
verify b or | or x <sep> > F	no
verify not { and and not } <sep> M v m ; 2 ) + 3 } {	no
verify not _ and and not \ and and b <sep> > 7 h _ \	no
produce ~ or $ or ?	? ~
verify 8 <sep> _ 8 ! ( v f [	yes
produce not ~ and Y and not -	1 Y #
produce not _ and 3	n 3
produce a or U or ] or <	a U < ]
verify V and - <sep> j H	no
produce not f and not U	7 =
verify not < and and not ] and and not o and and not M <sep> Z P $ ^ S 9 l )	yes
produce ~ and 4 and 7 and U	U 4 ~ 7
verify { and 5 <sep> 5 h { ^	yes
produce not 6 and not l and not T	\ ^ .
produce x or D	x
verify n and J and not 2 <sep> ^ J i n	yes
verify g and & and 2 <sep> # w & G S h 2 g ,	yes
produce ` and not 5 and x	` H x
produce not 9 and i	5 i
verify ( and not r <sep> k M n 8 T S U b r	no
produce ` or [ or h or c	c `
verify S <sep> } ; V P ' d ( S	yes
verify not X and and not o <sep> f ` p	yes
produce S or D or Y or s	D s
produce q or D	q
verify o and m and not ! and and not 7 <sep> m o y i	yes
produce not 9 and not G and not & and I	Z g j I
produce not $ and not 7	F `
verify 8 <sep> C	no
produce 7 or Y or o or ~	Y o ~ 7
verify d and - and E <sep> p E d j A X - 0	yes
produce l and : and @ and C	C l : @
produce f and x and 7 and o	7 f x o
verify not q and and z and not F and and not ; <sep> x A G z i E ? y	yes
produce not A and not ! and 0	= 5 0
verify _ <sep> _ i O	yes
produce not i and j	? j
verify not ; and and Q and not m <sep> & S ) ( - N } . 7 m ;	no
verify J or & or G or W <sep> e : ) K W G	yes
produce { and X and i	{ i X
produce O or z or % or i	z O
produce B or r	r B
verify 8 or P or H or o <sep> n * 8 H P	yes
verify O and 7 <sep> 7 : B d O	yes
verify 1 and w <sep> 9 $	no
produce not = and not q	. =
produce i or z or Q or +	i
verify not F and and not Q and and not O and and not n <sep> H p u u 1 7 [ m [ s y Q n O F	no
produce > or n	n >
produce % or A	%
produce I or \	I
verify - and f and { <sep> P 0 R ,	no
produce d or T or !	T
produce k and I	k I
produce not k and u and not \ and 9	$ u v 9
verify P <sep> P 1 P `	yes
produce < and 4 and [	4 [ <
verify M and not Q <sep> p g _ M $ u E Y	yes
produce not # and i and not 9	A i c
produce not o and not o and	M C
verify m and ` and > and 2 <sep> 2 < d 6 ; ` > P ^ m	yes
verify 4 and w and % <sep> v	no
produce . or 9 or C or m	9 . C m
verify % and a <sep> * 6 ~ { : ;	no
produce } and not _ and not _ and c	} [ i c
produce not W and 4 and not ] and F	S 4 D F
produce < and not 4	< b
produce q or R or }	} R
verify M and " and : and . <sep> -	no
produce not 5 and not 5 and not n	& w x
verify j and B and n <sep> u 8 = S	no
produce K and b and Y and $	b $ K Y
produce , or K or 4	K
produce o and R and 3	R 3 o
verify c and Q and * and ; <sep> d & Z c * s Q Q y ;	yes
produce : and %	: %
verify 6 and E <sep> B E 6 L	yes
produce not ` and not ` and	& o
verify k <sep> o ,	no
verify 1 and K and @ <sep> U	no
verify ` or 3 or g or 9 <sep> ] 3 ) . 9 g ` M d	yes
verify not $ and and { and r and a <sep> J J } - Q P b s $	no
verify B and not 7 and and 8 <sep> q # m / ( P 7	no
verify u and R <sep> O R u	yes
verify v and N <sep> @ N 5 o $ v - # t	yes
produce A or !	!
produce U or ] or ~	] U ~
verify ' and f and @ and % <sep> F E { T	no
verify 1 and , and + <sep> S v , k ~ E + G _ 1	yes
verify M and G <sep> n . G T 4	no
verify L and g and c <sep> _ g L - s 5 6 m c U	yes
produce not U and s and not f	p s N
produce H or w or '	H '
produce : or ! or w	! w :
verify not v and and not X and and not n and and not o <sep> F $ [ Z Y # K W " n p	yes
verify U and not " and and not 9 and and not z <sep> j 1 U ` : K U 5 ? ? v	yes
verify 6 and e <sep> h : L q	no
produce j and e and "	" e j
verify B or * <sep> 8 x * B { n m E	yes
verify not E and and not r <sep> % | | ' 1 A # c	yes
verify D <sep> s k * c ) D	yes
verify 3 and not ! and and . <sep> { Q l A e . 3 T	yes
verify N <sep> ( 6 A h Z M F N	yes
produce Z or A or . or w	A w . Z
produce not e and V and not * and I	W V 3 I
verify d and not ) and and not k <sep> < C ) k	no
verify n or Q or G or o <sep> l | ! 4 - Q 2	yes
produce / and ? and a and f	a / ? f
verify i or q <sep> % i W C	yes
verify C or @ or T <sep> % W | * ;	no
produce q and not 3 and not L	q [ U
verify ^ and v and * and W <sep> / K v 2 ^ W * B }	yes
produce { and z	{ z
produce u or " or C or A	A " u
verify 7 or v or z <sep> Z y u v _ \ $ F	yes
verify not Y and and % and not k <sep> O r & \ Y k	no
verify : or i <sep> g	no
verify i and B and g and 3 <sep> > * g d 3 i B	yes
verify c <sep> ?	no
produce 8 or ~ or }	8 ~ }
produce ( or P	P (
produce not 0 and not ! and not y	l 1 x
verify w and E and } and h <sep> E	no
verify I or J <sep> q a = i Y 3 N	no
verify M and " <sep> " t M	yes
produce not ` and not 8 and not L and not 8 and	> V X u
verify > and v <sep> y > > v	yes
produce . or % or +	+ % .
produce ; or y	y
verify not ] and and 3 and not O <sep> w - ] O	no
produce I or +	+
verify X <sep> / p X	yes
produce u or e or H	H u e
produce L and 7 and U and )	7 U L )
produce M or I or X	I X M
produce Y or } or S or $	S Y $ }
produce " or y	" y
verify J and z <sep> o e P J T W z	yes
produce not [ and not U	$ I
verify ~ <sep> d 0 ~ C ( E c 2	yes
produce . and i	. i
verify P or . <sep> f 1 < ? \ V	no
produce G and X	X G
produce n or , or } or 4	4
produce ] or K or g or h	h ] K
produce not l and not @	% t
produce 6 and H and m and w	6 w H m
verify n or v or P or 2 <sep> 2 . * v H c r '	yes
verify J and F and n <sep> - k 7 ( T	no
verify not O and and not F <sep> + O ( Z b l ' a j	yes
produce not S and not =	B x
produce 7 or b	b
verify b or @ or S <sep> z R d ~ # , @	no
verify 3 <sep> u	no
verify not Z and and not x and and not K <sep> r 2 1 u 9 O !	yes
verify U or l or F or L <sep> 5 H L	yes
produce not s and =	8 =
verify \ or } or ) <sep> K C * 6	no
verify not Z and and $ <sep> I Z	no
produce _ and v and p and 3	3 _ v p
produce E and C and M	M C E
produce e or : or #	e
produce 2 or {	{
produce X or z or N	X z N
verify U or 9 or n <sep> I Z q f 1	no
produce a and a and c and o	o a a c
produce not o and b	0 b
produce # or k or d	# d k
verify b and _ <sep> w X b _	yes
produce N or z or | or 2	|
produce * or Z	Z
produce O or N	O N
verify not 2 and and not & <sep> J \ C ; p > " R 2 &	no
verify P or 9 or B or R <sep> b	no
verify w or # <sep> f E 6 Y & w ! l	yes
produce not n and not s and 8 and W	` . 8 W
verify 5 <sep> h Z \ 0 [	no
produce g or U or _	g
verify 0 <sep> B 0	yes
produce Y and ` and a	Y ` a
produce k or %	% k
produce not H and not l and | and V	} - | V
produce B or B or # or \	B #
verify not s and and not - and and ) <sep> D + % $ ) - s	no
produce A or E or w or G	E
verify = or 5 or Y or # <sep> ( & 3 w	no
verify not ~ and and 1 <sep> & w _ 1 L Q < + >	yes
produce _ and L and 7 and o	_ 7 L o
produce not u and not G and not k	O 4 *
verify > and J <sep> > J y 8 7 I r " S	yes
verify t or Z or ? <sep> 8 Q A Z t . r	yes
verify r <sep> N r 4 x - _	yes
produce = or a or $	a
verify : or P or i <sep> 7 j ( ' i N Y	yes
produce not V and 2 and I	Y 2 I
verify not 0 and and not E and and - <sep> , + Z E 0	no
verify M <sep> ) s	no
produce # or J or u or T	J u T
verify # or w or b or k <sep> > E	no
produce not ? and ] and , and not t	M ] , y
produce P or U or 4 or D	D U 4 P
verify not m and and not W <sep> n D N G 0 m W	no
produce n and K	n K
verify ~ and not C and and b <sep> % C	no
verify q and z <sep> q W z 8 H T L	yes
produce not 1 and S	I S
verify h and not Z and and not { <sep> N h " n	yes
verify ) or E or r <sep> i E ) r . Y S V f	yes
verify R <sep> R 4 , / 9 S _	yes
produce @ or y or I or 6	6 y I
verify A or { <sep> {	yes
verify not P and and not j and and ! and not ` <sep> 0 g Q = . ` j P	no
verify { <sep> k	no
verify r and 1 <sep> n H	no
produce not Z and not E	$ R
produce @ and ; and not i	@ ; 8
verify not 1 and and = <sep> # _ ` ) M : Z ' 1	no
verify not f and and not + and and S <sep> ~ \ M j i ; + f	no
verify D <sep> R q p o ; D	no
verify not v and and not ] and and not g and and not I <sep> ) w " d P ] g v I	no
produce F or U	U
produce % or J or ! or u	J
verify R and : and v <sep> * "	no
verify y <sep> s @ (	no
verify $ or K <sep> v \ a	no
verify n <sep> m k , R f Q n	yes
produce 2 and 9 and %	2 9 %
produce 7 or ? or $	7 $
produce ~ and )	) ~
produce V and not N	V 5
verify not n and and not * and and not 7 and and p <sep> ( ; . 3 { O Z c 7 7 n *	no
produce not / and not c	U ^
verify I or o or F <sep> I n o # F	yes
produce not N and not e and :	| : :
verify n or j or L or u <sep> L u d U = n j k j	yes
verify Y or 6 or y <sep> i R T a < = b	no
produce ) and not 5 and h and h and	) l h h
produce N or z or % or *	* N
produce s and ]	] s
produce @ and not 2	@ )
produce A or &	&
produce not I and not z and not '	E s B
produce t and h and f	f h t
produce not P and not - and h and <	, 1 h <
produce % or j or i	j %
verify d and Y and d and 5 <sep> Y d 5 d h - %	yes
produce 0 and % and T and m	% 0 T m
verify [ and [ and w and s <sep> E [ T d	no
produce ] or c or _	_ c
verify i or < or m <sep> L K # f >	no
produce / or t	t
produce 2 and N and 0 and k	N 2 0 k
verify ' or T <sep> ( c ' = T A | ) p	yes
produce Q or Z	Z Q
verify \ <sep> \ o X q g	yes
produce = and /	= /
produce Y or ~ or ,	Y ~
produce . or T	.
verify not > and and 9 and n and N <sep> & F v y : v , >	no
